Run,Train_Accuracy,Test_Accuracy
1,0.9714285714285714,0.7333333333333333
2,0.9428571428571428,0.9333333333333333
3,1.0,0.9333333333333333
4,1.0,0.8666666666666667
5,0.9428571428571428,0.8
6,0.8857142857142857,0.8
7,0.8,0.4666666666666667
8,0.9714285714285714,0.8
9,0.9714285714285714,0.8
10,0.8285714285714286,0.7333333333333333
11,0.8857142857142857,0.8
12,0.9714285714285714,1.0
13,0.9428571428571428,0.8666666666666667
14,0.9714285714285714,0.8
15,0.9142857142857143,0.7333333333333333
16,0.8857142857142857,0.6
17,0.9714285714285714,0.9333333333333333
18,0.8857142857142857,0.8
19,0.9142857142857143,0.8666666666666667
20,0.9428571428571428,0.9333333333333333
21,0.8571428571428571,0.8666666666666667
22,0.8857142857142857,0.7333333333333333
23,0.8857142857142857,0.6
24,0.8571428571428571,0.8
25,0.9714285714285714,0.8
26,0.8,0.8
27,0.8285714285714286,0.9333333333333333
28,1.0,0.9333333333333333
29,0.9714285714285714,0.8666666666666667
30,0.9714285714285714,0.8666666666666667
31,0.8857142857142857,0.7333333333333333
32,0.8857142857142857,0.9333333333333333
33,0.9714285714285714,0.8
34,0.8571428571428571,0.8
35,0.8571428571428571,0.7333333333333333
36,0.9142857142857143,0.9333333333333333
37,0.9714285714285714,1.0
38,0.9714285714285714,0.8
39,0.9142857142857143,0.9333333333333333
40,0.9714285714285714,0.8666666666666667
41,0.9142857142857143,0.9333333333333333
42,0.8285714285714286,0.6
43,0.8857142857142857,0.8
44,0.9142857142857143,0.7333333333333333
45,0.8857142857142857,0.8666666666666667
46,0.8571428571428571,0.6
47,0.9714285714285714,0.8666666666666667
48,0.8571428571428571,0.8
49,0.8857142857142857,1.0
50,0.9142857142857143,0.9333333333333333
51,0.8285714285714286,0.7333333333333333
52,0.9142857142857143,0.6666666666666666
53,0.9714285714285714,0.7333333333333333
54,0.9428571428571428,0.8
55,1.0,1.0
56,0.9714285714285714,0.8
57,0.9714285714285714,0.9333333333333333
58,0.9142857142857143,0.8
59,0.9142857142857143,0.8666666666666667
60,1.0,1.0
61,0.8,0.5333333333333333
62,0.8857142857142857,0.8
63,0.8571428571428571,0.7333333333333333
64,0.9142857142857143,0.8
65,0.9142857142857143,0.9333333333333333
66,0.9714285714285714,0.8666666666666667
67,0.9714285714285714,0.8666666666666667
68,0.9428571428571428,0.6666666666666666
69,0.9428571428571428,0.8666666666666667
70,0.9142857142857143,0.8
71,0.8571428571428571,0.9333333333333333
72,0.9714285714285714,0.9333333333333333
73,0.8857142857142857,0.8
74,0.9428571428571428,0.7333333333333333
75,0.9428571428571428,1.0
76,0.9428571428571428,0.8666666666666667
77,0.9428571428571428,0.9333333333333333
78,0.9428571428571428,0.7333333333333333
79,0.9714285714285714,1.0
80,0.9428571428571428,0.7333333333333333
81,0.9142857142857143,0.8666666666666667
82,0.9428571428571428,0.8666666666666667
83,0.9428571428571428,1.0
84,0.9428571428571428,0.7333333333333333
85,0.9142857142857143,0.8
86,0.9142857142857143,0.8666666666666667
87,1.0,0.9333333333333333
88,0.9428571428571428,0.4666666666666667
89,0.8285714285714286,0.7333333333333333
90,0.9428571428571428,0.9333333333333333
91,1.0,1.0
92,0.8571428571428571,0.7333333333333333
93,0.9714285714285714,0.9333333333333333
94,1.0,0.9333333333333333
95,1.0,0.8666666666666667
96,0.8571428571428571,0.8
97,0.9142857142857143,0.6666666666666666
98,0.9428571428571428,0.8666666666666667
99,0.8857142857142857,1.0
100,0.8857142857142857,0.6666666666666666
